"time","motormodellAufgabe3_me_FMU.M","motormodellAufgabe3_me_FMU.alpha","motormodellAufgabe3_me_FMU.N"
5.45,192.04125421178315,80,5000
5.46,192.81768841195102,80,5000
5.47,194.1383192076884,80,5000
5.48,194.08200353029247,80,5000
5.49,193.91685642234003,80,5000
5.5,194.28861008291622,80,5000
5.51,194.1171663650215,80,5000
5.52,194.37194287403315,80,5000
5.53,195.76322078157128,80,5000
5.54,195.27790292348382,80,5000
5.55,194.67624970378463,80,5000
5.56,194.71734941700845,80,5000
5.57,194.74511384968707,80,5000
5.58,195.51429718955137,80,5000
5.59,196.3179170129141,80,5000
5.6,196.0022698404112,80,5000
5.61,197.67552519986276,80,5000
5.62,197.00404475672087,80,5000
5.63,196.41889332433348,80,5000
5.64,196.9057617716235,80,5000
5.65,197.96807881981115,80,5000
5.66,197.08644130949097,80,5000
5.67,196.82979863014796,80,5000
5.68,196.60162990541377,80,5000
5.69,197.17836993643195,80,5000
5.7,197.2817551590409,80,5000
5.71,196.19678352321873,80,5000
5.72,196.15309812441026,80,5000
5.73,197.4338863930289,80,5000
5.74,196.0740003490589,80,5000
5.75,197.06435503420187,80,5000
5.76,197.82959918798488,80,5000
5.77,196.95030373761716,80,5000
5.78,196.12749254193974,80,5000
5.79,196.4285441079664,80,5000
5.8,196.5863387963812,80,5000
5.81,196.90332940667585,80,5000
5.82,196.66584111160967,80,5000
5.83,197.12207665515132,80,5000
5.84,197.87650074922624,80,5000
5.85,197.5379963461235,80,5000
5.86,197.01913398484174,80,5000
5.87,197.2367326233759,80,5000
5.88,196.72913150753547,80,5000
5.89,196.91915254985472,80,5000
5.9,196.48115821028915,80,5000
5.91,196.61840381838036,80,5000
5.92,196.11321574905583,80,5000
5.93,195.91314398327157,80,5000
5.94,196.3174194999921,80,5000
5.95,195.57934001026783,80,5000
5.96,196.48442672343933,80,5000
5.97,196.21134208657983,80,5000
5.98,197.42891558468764,80,5000
5.99,196.26039399138472,80,5000
6,196.21482533896065,80,5000
6.01,197.06142190866595,80,5000
6.02,195.61077250319937,80,5000
6.03,195.6832560597692,80,5000
6.04,195.3851569567376,80,5000
6.05,195.8237822649234,80,5000
6.06,196.3669653062611,80,5000
6.07,195.67633887843914,80,5000
6.08,196.45066798860043,80,5000
6.09,196.12985354710747,80,5000
6.1,195.73543173191496,80,5000
6.11,195.94089732538487,80,5000
6.12,196.38012439538963,80,5000
6.13,194.8684074319657,80,5000
6.14,195.60736033912943,80,5000
6.15,195.25548300752166,80,5000
6.16,194.79600552579495,80,5000
6.17,196.40408758710396,80,5000
6.18,196.5362217791529,80,5000
6.19,195.0716580491831,80,5000
6.2,195.68339070631717,80,5000
6.21,194.736342467934,80,5000
6.22,194.88613765708632,80,5000
6.23,194.38417193221383,80,5000
6.24,194.66116524429145,80,5000
6.25,194.67130027929804,80,5000
6.26,194.9502173672356,80,5000
6.27,195.69490932931686,80,5000
6.28,196.2401739919973,80,5000
6.29,195.06480809430118,80,5000
6.3,195.5635229224846,80,5000
6.31,194.0225766193384,80,5000
6.32,193.9994140269343,80,5000
6.33,194.72920695001548,80,5000
6.34,194.63872667995074,80,5000
6.35,195.00867803273775,80,5000
6.36,194.92099981047954,80,5000
6.37,195.3882759689099,80,5000
6.38,194.7713758964524,80,5000
6.39,194.94859680653167,80,5000
6.4,194.89184426300633,80,5000
6.41,195.02148933891337,80,5000
6.42,195.92688502084596,80,5000
6.43,194.58484713259716,80,5000
6.44,195.16586319587492,80,5000
6.45,195.23328692137852,80,5000
6.46,195.32977977110903,80,5000
6.47,194.28529829939126,80,5000
6.48,194.22266839395266,80,5000
6.49,194.36641016899534,80,5000
6.5,196.16890242872165,80,5000
6.51,195.1602185182398,80,5000
6.52,194.758154992337,80,5000
6.53,195.72155797129113,80,5000
6.54,194.9454986264739,80,5000
6.55,194.74848241506103,80,5000
6.56,195.27311018994558,80,5000
6.57,194.54569129620305,80,5000
6.58,196.1033770929672,80,5000
6.59,195.11227926631193,80,5000
6.6,194.5025525938268,80,5000
6.61,195.15557170031113,80,5000
6.62,195.07937613993292,80,5000
6.63,194.7246063585436,80,5000
6.64,194.37433021464588,80,5000
6.65,194.17784940437315,80,5000
6.66,194.8380847748484,80,5000
6.67,195.38963696418378,80,5000
6.68,195.3046254133127,80,5000
6.69,195.29553567279365,80,5000
6.7,194.6485776232878,80,5000
6.71,193.7036910350722,80,5000
6.72,194.39350398268894,80,5000
6.73,194.57200641025472,80,5000
6.74,195.21381070754038,80,5000
6.75,195.03292999173541,80,5000
6.76,194.47905166423274,80,5000
6.77,195.13166100186083,80,5000
6.78,194.62004259045707,80,5000
6.79,194.42655576958848,80,5000
6.8,194.79263040420298,80,5000
6.81,195.15942667244008,80,5000
6.82,195.24066894337346,80,5000
6.83,195.08226608909786,80,5000
6.84,194.9999025890155,80,5000
6.85,194.44205979430683,80,5000
6.86,194.95938599642662,80,5000
6.87,195.34542788355918,80,5000
6.88,194.93879397197864,80,5000
6.89,194.9160444735663,80,5000
6.9,195.2139478251383,80,5000
6.91,194.73955786051204,80,5000
6.92,194.39643476270396,80,5000
6.93,195.33450756111665,80,5000
6.94,195.19201056513617,80,5000
6.95,195.65084591382495,80,5000
6.96,194.26779261450812,80,5000
6.97,195.09328639653867,80,5000
6.98,195.3565242037499,80,5000
6.99,194.8505021072083,80,5000
7,194.78370382005167,80,5000
7.01,195.15732186007682,80,5000
